[2024-12-02 08:38:11] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-12-02 08:38:11] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-12-02 08:38:11] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-12-02 08:38:12] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-12-02 08:38:12] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-12-02 08:38:12] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-02 08:38:14] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691\
[2024-12-02 08:38:14] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/portfolio/
[2024-12-02 08:39:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/progress.985f012a6336ab21cb44.bundle.min.js?simply_static_page=1851
[2024-12-02 08:39:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/progress.985f012a6336ab21cb44.bundle.min.js?simply_static_page=1851
[2024-12-02 08:39:20] [class-ss-url-fetcher.php:103] Filesize: 791 bytes
[2024-12-02 08:39:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/progress.985f012a6336ab21cb44.bundle.min.js
[2024-12-02 08:39:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d7238bd621-ib8ZAN.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/progress.985f012a6336ab21cb44.bundle.min.js
[2024-12-02 08:39:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:20] [class-ss-page.php:119] Checking Content Identical:988c1c41aaa23a666a9ce81ee11879732c2508e7===. Value: FALSE
[2024-12-02 08:39:20] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/responsive-bar.js
[2024-12-02 08:39:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 670
[2024-12-02 08:39:20] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d7238c7dbb-vJwzNZ.tmp
[2024-12-02 08:39:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/responsive-bar.js?simply_static_page=1852
[2024-12-02 08:39:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/responsive-bar.js?simply_static_page=1852
[2024-12-02 08:39:20] [class-ss-url-fetcher.php:103] Filesize: 26658 bytes
[2024-12-02 08:39:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/responsive-bar.js
[2024-12-02 08:39:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d7238c7dbb-vJwzNZ.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/responsive-bar.js
[2024-12-02 08:39:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:20] [class-ss-page.php:119] Checking Content Identical:ef17ba1a949a8c21395fc358f19284e9541881ca===. Value: FALSE
[2024-12-02 08:39:20] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/responsive-bar.min.js
[2024-12-02 08:39:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 670
[2024-12-02 08:39:20] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d7238d8d4c-h4M0wQ.tmp
[2024-12-02 08:39:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/responsive-bar.min.js?simply_static_page=1853
[2024-12-02 08:39:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/responsive-bar.min.js?simply_static_page=1853
[2024-12-02 08:39:20] [class-ss-url-fetcher.php:103] Filesize: 11987 bytes
[2024-12-02 08:39:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/responsive-bar.min.js
[2024-12-02 08:39:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d7238d8d4c-h4M0wQ.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/responsive-bar.min.js
[2024-12-02 08:39:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:20] [class-ss-page.php:119] Checking Content Identical:1f290e0b21c9f8044219255f34e4fe97569af25f===. Value: FALSE
[2024-12-02 08:39:20] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.js
[2024-12-02 08:39:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 670
[2024-12-02 08:39:20] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d7238edb79-GyzH2a.tmp
[2024-12-02 08:39:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.js?simply_static_page=1854
[2024-12-02 08:39:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.js?simply_static_page=1854
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:103] Filesize: 35283 bytes
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/styleguide-app-initiator.js
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d7238edb79-GyzH2a.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.js
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:21] [class-ss-page.php:119] Checking Content Identical:9d579e24b28689d3f960ede60aecd52ab52e4e1d===. Value: FALSE
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js
[2024-12-02 08:39:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 670
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d72390bf0c-2OIdq2.tmp
[2024-12-02 08:39:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js?simply_static_page=1855
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js?simply_static_page=1855
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:103] Filesize: 15191 bytes
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d72390bf0c-2OIdq2.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:21] [class-ss-page.php:119] Checking Content Identical:e1882e03b83171ba2ebe5d1ea472bfb6f444198f===. Value: FALSE
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt
[2024-12-02 08:39:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 670
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d72391917d-1hfuZV.tmp
[2024-12-02 08:39:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt?simply_static_page=1856
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt?simply_static_page=1856
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d72391917d-1hfuZV.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:21] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/styleguide.js
[2024-12-02 08:39:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 670
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d72391eb2f-CqtjMq.tmp
[2024-12-02 08:39:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/styleguide.js?simply_static_page=1857
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/styleguide.js?simply_static_page=1857
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:103] Filesize: 104093 bytes
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/styleguide.js
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d72391eb2f-CqtjMq.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/styleguide.js
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:21] [class-ss-page.php:119] Checking Content Identical:599fc0f5617241f6d447710031f13349fc902945===. Value: FALSE
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/styleguide.min.js
[2024-12-02 08:39:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 670
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d723936f6e-NNxzd9.tmp
[2024-12-02 08:39:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/styleguide.min.js?simply_static_page=1858
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/styleguide.min.js?simply_static_page=1858
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:103] Filesize: 46868 bytes
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/styleguide.min.js
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d723936f6e-NNxzd9.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/styleguide.min.js
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:21] [class-ss-page.php:119] Checking Content Identical:ef974cdf4439a00c587576aab10dfb430675807f===. Value: FALSE
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/tabs.520bc2ed4560c561029e.bundle.js
[2024-12-02 08:39:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 670
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d7239450ab-0ywGGi.tmp
[2024-12-02 08:39:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/tabs.520bc2ed4560c561029e.bundle.js?simply_static_page=1859
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/tabs.520bc2ed4560c561029e.bundle.js?simply_static_page=1859
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:103] Filesize: 7456 bytes
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/tabs.520bc2ed4560c561029e.bundle.js
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d7239450ab-0ywGGi.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/tabs.520bc2ed4560c561029e.bundle.js
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:21] [class-ss-page.php:119] Checking Content Identical:280d6169ef7d44199fba5011b128df50c7cfead4===. Value: FALSE
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/tabs.c2af5be7f9cb3cdcf3d5.bundle.min.js
[2024-12-02 08:39:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 670
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d72394f772-xFU22y.tmp
[2024-12-02 08:39:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/tabs.c2af5be7f9cb3cdcf3d5.bundle.min.js?simply_static_page=1860
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/tabs.c2af5be7f9cb3cdcf3d5.bundle.min.js?simply_static_page=1860
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:103] Filesize: 3705 bytes
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/tabs.c2af5be7f9cb3cdcf3d5.bundle.min.js
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d72394f772-xFU22y.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/tabs.c2af5be7f9cb3cdcf3d5.bundle.min.js
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:21] [class-ss-page.php:119] Checking Content Identical:5b2282e3db080bedbc72755bb148c7e0c2862c88===. Value: FALSE
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/text-editor.2c35aafbe5bf0e127950.bundle.min.js
[2024-12-02 08:39:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 670
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d72395b564-uWKNJ4.tmp
[2024-12-02 08:39:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/text-editor.2c35aafbe5bf0e127950.bundle.min.js?simply_static_page=1861
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/text-editor.2c35aafbe5bf0e127950.bundle.min.js?simply_static_page=1861
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:103] Filesize: 1360 bytes
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/text-editor.2c35aafbe5bf0e127950.bundle.min.js
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d72395b564-uWKNJ4.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/text-editor.2c35aafbe5bf0e127950.bundle.min.js
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:21] [class-ss-page.php:119] Checking Content Identical:77d5b68e49f0a7ad10fb0ba590e0469aef03bd54===. Value: FALSE
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/text-editor.2f2f7e0ea1e16387a004.bundle.js
[2024-12-02 08:39:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 670
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d723966144-3oCJJ5.tmp
[2024-12-02 08:39:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/text-editor.2f2f7e0ea1e16387a004.bundle.js?simply_static_page=1862
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/text-editor.2f2f7e0ea1e16387a004.bundle.js?simply_static_page=1862
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:103] Filesize: 2800 bytes
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/text-editor.2f2f7e0ea1e16387a004.bundle.js
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d723966144-3oCJJ5.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/text-editor.2f2f7e0ea1e16387a004.bundle.js
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:21] [class-ss-page.php:119] Checking Content Identical:60c48ab2cff1c33aaf12979e365fe463d6b2af4b===. Value: FALSE
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/text-path.39fb59e43970222f5a3e.bundle.min.js
[2024-12-02 08:39:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 670
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d723970689-MDyqIe.tmp
[2024-12-02 08:39:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/text-path.39fb59e43970222f5a3e.bundle.min.js?simply_static_page=1863
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/text-path.39fb59e43970222f5a3e.bundle.min.js?simply_static_page=1863
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:103] Filesize: 26305 bytes
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/text-path.39fb59e43970222f5a3e.bundle.min.js
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d723970689-MDyqIe.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/js/text-path.39fb59e43970222f5a3e.bundle.min.js
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:39:21] [class-ss-page.php:119] Checking Content Identical:e466aa470faba5e2ad214ad1fc56d9d34d8ac7f7===. Value: FALSE
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/text-path.39fb59e43970222f5a3e.bundle.min.js.LICENSE.txt
[2024-12-02 08:39:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 670
[2024-12-02 08:39:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d723982d0c-FEZfZj.tmp
[2024-12-02 08:39:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/js/text-path.39fb59e43970222f5a3e.bundle.min.js.LICENSE.txt?simply_static_page=1864
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/js/text-path.39fb59e43970222f5a3e.bundle.min.js.LICENSE.txt?simply_static_page=1864
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:103] Filesize: 188 bytes
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-12-02 08:39:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/text-path.39fb59e43970222f5a3e.bundle.min.js.LICENSE.txt
